transaction_id,payment_method,card_type,status
TXN002330,Crypto,None,Success
TXN002331,PayPal,None,Success
TXN002332,PayPal,None,Pending
TXN002333,Crypto,None,Success
TXN002334,Debit Card,Visa,Pending
TXN002335,Debit Card,None,Pending
TXN002336,Bank Transfer,None,Success
TXN002337,Crypto,None,Success
TXN002338,Bank Transfer,None,Failed
TXN002339,Bank Transfer,None,Pending
TXN002340,PayPal,None,Pending
TXN002341,Debit Card,None,Pending
TXN002342,Bank Transfer,None,Success
TXN002343,PayPal,None,Failed
TXN002344,Crypto,None,Failed
TXN002345,Crypto,None,Success
TXN002346,Bank Transfer,None,Success
TXN002347,Credit Card,MasterCard,Success
TXN002348,Crypto,None,Success
TXN002349,PayPal,None,Success
TXN002350,Debit Card,Amex,Success
TXN002351,Debit Card,MasterCard,Failed
TXN002352,Bank Transfer,None,Success
TXN002353,Debit Card,MasterCard,Pending
TXN002354,PayPal,None,Success
TXN002355,PayPal,None,Pending
TXN002356,PayPal,None,Failed
TXN002357,Debit Card,None,Success
TXN002358,Debit Card,Visa,Success
TXN002359,Credit Card,Amex,Success
TXN002360,PayPal,None,Success
TXN002361,Debit Card,Visa,Pending
TXN002362,Debit Card,None,Pending
TXN002363,Bank Transfer,None,Failed
TXN002364,PayPal,None,Success
TXN002365,Credit Card,None,Success
TXN002366,Bank Transfer,None,Success
TXN002367,Bank Transfer,None,Pending
TXN002368,Debit Card,Visa,Success
TXN002369,Credit Card,Amex,Failed
TXN002370,Debit Card,MasterCard,Failed
TXN002371,Bank Transfer,None,Pending
TXN002372,Debit Card,MasterCard,Pending
TXN002373,PayPal,None,Pending
TXN002374,Credit Card,MasterCard,Pending
TXN002375,Credit Card,MasterCard,Pending
TXN002376,Bank Transfer,None,Pending
TXN002377,PayPal,None,Pending
TXN002378,Debit Card,Amex,Success
TXN002379,Bank Transfer,None,Failed
TXN002380,Debit Card,MasterCard,Failed
TXN002381,Credit Card,MasterCard,Pending
TXN002382,Debit Card,Visa,Pending
TXN002383,Crypto,None,Pending
TXN002384,Bank Transfer,None,Pending
TXN002385,Credit Card,Visa,Failed
TXN002386,Debit Card,Visa,Failed
TXN002387,Crypto,None,Pending
TXN002388,Crypto,None,Pending
TXN002389,PayPal,None,Success
TXN002390,PayPal,None,Success
TXN002391,Credit Card,Amex,Pending
TXN002392,Credit Card,Amex,Failed
TXN002393,Bank Transfer,None,Pending
TXN002394,Credit Card,Visa,Success
TXN002395,Debit Card,None,Failed
TXN002396,Crypto,None,Success
TXN002397,Bank Transfer,None,Failed
TXN002398,PayPal,None,Failed
TXN002399,PayPal,None,Failed
TXN002400,Credit Card,Amex,Success
TXN002401,Credit Card,Visa,Failed
TXN002402,Credit Card,MasterCard,Success
TXN002403,Credit Card,MasterCard,Failed
TXN002404,Debit Card,MasterCard,Success
TXN002405,Bank Transfer,None,Pending
TXN002406,PayPal,None,Failed
TXN002407,Credit Card,Amex,Success
TXN002408,PayPal,None,Failed
TXN002409,Debit Card,Visa,Success
TXN002410,Crypto,None,Pending
TXN002411,PayPal,None,Pending
TXN002412,Bank Transfer,None,Success
TXN002413,Credit Card,None,Pending
TXN002414,Bank Transfer,None,Success
TXN002415,Crypto,None,Pending
TXN002416,Debit Card,None,Failed
TXN002417,Bank Transfer,None,Pending
TXN002418,PayPal,None,Failed
TXN002419,Crypto,None,Failed
TXN002420,Crypto,None,Pending
TXN002421,Bank Transfer,None,Success
TXN002422,Debit Card,Amex,Success
TXN002423,Debit Card,None,Success
TXN002424,Crypto,None,Failed
TXN002425,PayPal,None,Failed
TXN002426,Crypto,None,Success
TXN002427,PayPal,None,Failed
TXN002428,Bank Transfer,None,Failed
TXN002429,PayPal,None,Failed
TXN002430,Bank Transfer,None,Pending
TXN002431,Bank Transfer,None,Failed
TXN002432,Credit Card,Visa,Failed
TXN002433,Bank Transfer,None,Pending
TXN002434,Crypto,None,Failed
TXN002435,Credit Card,Visa,Failed
TXN002436,Credit Card,Amex,Pending
TXN002437,Crypto,None,Failed
TXN002438,PayPal,None,Pending
TXN002439,PayPal,None,Success
TXN002440,Crypto,None,Success
TXN002441,Debit Card,Visa,Pending
TXN002442,Bank Transfer,None,Success
TXN002443,PayPal,None,Failed
TXN002444,Bank Transfer,None,Success
TXN002445,Debit Card,MasterCard,Failed
TXN002446,Crypto,None,Success
TXN002447,Bank Transfer,None,Pending
TXN002448,Bank Transfer,None,Pending
TXN002449,Debit Card,Visa,Failed
TXN002450,PayPal,None,Success
TXN002451,Crypto,None,Pending
TXN002452,Debit Card,Visa,Pending
TXN002453,PayPal,None,Failed
TXN002454,Crypto,None,Failed
TXN002455,Debit Card,MasterCard,Failed
TXN002456,Credit Card,Amex,Failed
TXN002457,Debit Card,Visa,Pending
TXN002458,Debit Card,Amex,Success
TXN002459,Credit Card,Visa,Success
TXN002460,Crypto,None,Success
TXN002461,Crypto,None,Pending
TXN002462,Debit Card,MasterCard,Pending
TXN002463,Credit Card,Amex,Pending
TXN002464,Debit Card,Visa,Failed
TXN002465,Bank Transfer,None,Failed
TXN002466,PayPal,None,Pending
TXN002467,Credit Card,Amex,Success
TXN002468,PayPal,None,Success
TXN002469,Crypto,None,Failed
TXN002470,Bank Transfer,None,Success
TXN002471,PayPal,None,Success
TXN002472,Bank Transfer,None,Pending
TXN002473,Debit Card,MasterCard,Pending
TXN002474,PayPal,None,Failed
TXN002475,PayPal,None,Failed
TXN002476,Debit Card,MasterCard,Pending
TXN002477,Crypto,None,Pending
TXN002478,Crypto,None,Failed
TXN002479,Bank Transfer,None,Failed
TXN002480,PayPal,None,Success
TXN002481,Debit Card,None,Success
TXN002482,PayPal,None,Success
TXN002483,PayPal,None,Success
TXN002484,PayPal,None,Pending
TXN002485,Crypto,None,Pending
TXN002486,Credit Card,None,Failed
TXN002487,Credit Card,None,Pending
TXN002488,Credit Card,Visa,Success
TXN002489,Bank Transfer,None,Success
TXN002490,Bank Transfer,None,Failed
TXN002491,Credit Card,Amex,Pending
TXN002492,Debit Card,MasterCard,Success
TXN002493,PayPal,None,Pending
TXN002494,Crypto,None,Pending
TXN002495,Credit Card,None,Failed
TXN002496,Debit Card,Visa,Failed
TXN002497,Debit Card,None,Pending
TXN002498,Crypto,None,Success
TXN002499,Debit Card,Visa,Failed
TXN002500,Crypto,None,Failed
TXN002501,Bank Transfer,None,Failed
TXN002502,Bank Transfer,None,Success
TXN002503,Credit Card,MasterCard,Failed
TXN002504,Crypto,None,Success
TXN002505,Credit Card,Amex,Success
TXN002506,Crypto,None,Pending
TXN002507,Crypto,None,Pending
TXN002508,Bank Transfer,None,Pending
TXN002509,Crypto,None,Failed
TXN002510,PayPal,None,Success
TXN002511,Debit Card,MasterCard,Pending
TXN002512,PayPal,None,Failed
TXN002513,PayPal,None,Success
TXN002514,Crypto,None,Pending
TXN002515,Credit Card,Amex,Failed
TXN002516,Bank Transfer,None,Failed
TXN002517,Crypto,None,Pending
TXN002518,Debit Card,Visa,Pending
TXN002519,Bank Transfer,None,Failed
TXN002520,PayPal,None,Pending
TXN002521,Credit Card,MasterCard,Success
TXN002522,Bank Transfer,None,Pending
TXN002523,Crypto,None,Failed
TXN002524,Crypto,None,Success
TXN002525,PayPal,None,Success
TXN002526,Crypto,None,Failed
TXN002527,Bank Transfer,None,Failed
TXN002528,Crypto,None,Failed
TXN002529,Crypto,None,Success
TXN002530,Bank Transfer,None,Success
TXN002531,Debit Card,None,Failed
TXN002532,Credit Card,Amex,Failed
TXN002533,Credit Card,None,Success
TXN002534,Bank Transfer,None,Success
TXN002535,Crypto,None,Pending
TXN002536,Bank Transfer,None,Pending
TXN002537,Debit Card,MasterCard,Failed
TXN002538,Debit Card,None,Failed
TXN002539,Crypto,None,Failed
TXN002540,Crypto,None,Success
TXN002541,Crypto,None,Success
TXN002542,PayPal,None,Success
TXN002543,Debit Card,Amex,Pending
TXN002544,Bank Transfer,None,Success
TXN002545,Credit Card,Visa,Failed
TXN002546,Credit Card,None,Failed
TXN002547,Debit Card,None,Failed
TXN002548,Bank Transfer,None,Pending
TXN002549,Debit Card,MasterCard,Failed
TXN002550,Crypto,None,Failed
TXN002551,Crypto,None,Failed
TXN002552,Bank Transfer,None,Pending
TXN002553,Crypto,None,Failed
TXN002554,Bank Transfer,None,Failed
TXN002555,Debit Card,None,Pending
TXN002556,Credit Card,Visa,Success
TXN002557,Crypto,None,Pending
TXN002558,PayPal,None,Success
TXN002559,Bank Transfer,None,Success
TXN002560,Bank Transfer,None,Failed
TXN002561,Crypto,None,Pending
TXN002562,Credit Card,MasterCard,Pending
TXN002563,Debit Card,Visa,Success
TXN002564,Debit Card,None,Success
TXN002565,Credit Card,Visa,Success
TXN002566,PayPal,None,Success
TXN002567,Debit Card,MasterCard,Success
TXN002568,PayPal,None,Pending
TXN002569,Bank Transfer,None,Pending
TXN002570,Crypto,None,Success
TXN002571,Bank Transfer,None,Pending
TXN002572,Bank Transfer,None,Success
TXN002573,Bank Transfer,None,Success
TXN002574,PayPal,None,Success
TXN002575,Credit Card,Amex,Failed
TXN002576,Crypto,None,Success
TXN002577,Bank Transfer,None,Failed
TXN002578,Crypto,None,Failed
TXN002579,PayPal,None,Success
TXN002580,Bank Transfer,None,Pending
TXN002581,Debit Card,Visa,Success
TXN002582,Credit Card,Visa,Pending
TXN002583,Credit Card,Visa,Failed
TXN002584,Debit Card,Amex,Failed
TXN002585,Bank Transfer,None,Failed
TXN002586,Credit Card,MasterCard,Success
TXN002587,PayPal,None,Failed
TXN002588,Credit Card,None,Pending
TXN002589,Debit Card,None,Pending
TXN002590,Bank Transfer,None,Failed
TXN002591,PayPal,None,Pending
TXN002592,Bank Transfer,None,Pending
TXN002593,Debit Card,Visa,Success
TXN002594,Credit Card,MasterCard,Success
TXN002595,Debit Card,Visa,Failed
TXN002596,Debit Card,None,Failed
TXN002597,Debit Card,None,Failed
TXN002598,Bank Transfer,None,Failed
TXN002599,Bank Transfer,None,Pending
TXN002600,Credit Card,MasterCard,Failed
TXN002601,Bank Transfer,None,Failed
TXN002602,Bank Transfer,None,Pending
TXN002603,Crypto,None,Failed
TXN002604,PayPal,None,Success
TXN002605,Debit Card,MasterCard,Pending
TXN002606,PayPal,None,Pending
TXN002607,Bank Transfer,None,Failed
TXN002608,Credit Card,Amex,Pending
TXN002609,Crypto,None,Failed
TXN002610,PayPal,None,Failed
TXN002611,Crypto,None,Pending
TXN002612,Bank Transfer,None,Failed
TXN002613,Crypto,None,Failed
TXN002614,Crypto,None,Pending
TXN002615,Crypto,None,Pending
TXN002616,PayPal,None,Pending
TXN002617,Bank Transfer,None,Failed
TXN002618,PayPal,None,Failed
TXN002619,PayPal,None,Pending
TXN002620,PayPal,None,Failed
TXN002621,Credit Card,Visa,Failed
TXN002622,Bank Transfer,None,Success
TXN002623,Crypto,None,Pending
TXN002624,Crypto,None,Failed
TXN002625,Crypto,None,Success
TXN002626,Credit Card,None,Success
TXN002627,Crypto,None,Pending
TXN002628,Debit Card,MasterCard,Pending
TXN002629,Crypto,None,Success
TXN002630,PayPal,None,Pending
TXN002631,Bank Transfer,None,Success
TXN002632,Debit Card,None,Success
TXN002633,Credit Card,Visa,Success
TXN002634,Crypto,None,Pending
TXN002635,PayPal,None,Pending
TXN002636,PayPal,None,Failed
TXN002637,Bank Transfer,None,Failed
TXN002638,PayPal,None,Failed
TXN002639,Debit Card,Visa,Success
TXN002640,Debit Card,None,Failed
TXN002641,Credit Card,MasterCard,Failed
TXN002642,PayPal,None,Pending
TXN002643,Bank Transfer,None,Pending
TXN002644,Crypto,None,Success
TXN002645,Bank Transfer,None,Pending
TXN002646,Credit Card,None,Failed
TXN002647,Debit Card,Amex,Failed
TXN002648,Bank Transfer,None,Failed
TXN002649,PayPal,None,Failed
TXN002650,Debit Card,Amex,Success
TXN002651,Debit Card,Amex,Failed
TXN002652,Credit Card,None,Pending
TXN002653,PayPal,None,Failed
TXN002654,Debit Card,Amex,Failed
TXN002655,Crypto,None,Failed
TXN002656,Crypto,None,Success
TXN002657,Credit Card,None,Failed
TXN002658,Bank Transfer,None,Failed
TXN002659,Credit Card,Amex,Success
TXN002660,Credit Card,Amex,Pending
TXN002661,Credit Card,Visa,Success
TXN002662,Crypto,None,Failed
TXN002663,Bank Transfer,None,Pending
TXN002664,PayPal,None,Success
TXN002665,Debit Card,None,Success
TXN002666,Credit Card,MasterCard,Failed
TXN002667,PayPal,None,Success
TXN002668,Bank Transfer,None,Failed
TXN002669,PayPal,None,Failed
TXN002670,PayPal,None,Pending
TXN002671,Bank Transfer,None,Success
TXN002672,Credit Card,None,Success
TXN002673,Bank Transfer,None,Failed
TXN002674,Debit Card,MasterCard,Success
TXN002675,Crypto,None,Pending
TXN002676,Debit Card,MasterCard,Failed
TXN002677,Bank Transfer,None,Success
TXN002678,Debit Card,MasterCard,Failed
TXN002679,Crypto,None,Pending
TXN002680,PayPal,None,Pending
TXN002681,Bank Transfer,None,Success
TXN002682,PayPal,None,Success
TXN002683,Debit Card,MasterCard,Success
TXN002684,Bank Transfer,None,Failed
TXN002685,Crypto,None,Pending
TXN002686,Bank Transfer,None,Success
TXN002687,Crypto,None,Pending
TXN002688,Credit Card,MasterCard,Failed
TXN002689,Crypto,None,Pending
TXN002690,PayPal,None,Success
TXN002691,Bank Transfer,None,Success
TXN002692,Credit Card,MasterCard,Failed
TXN002693,Debit Card,Amex,Pending
TXN002694,Credit Card,MasterCard,Pending
TXN002695,PayPal,None,Pending
TXN002696,PayPal,None,Success
TXN002697,Debit Card,MasterCard,Pending
TXN002698,Crypto,None,Failed
TXN002699,Debit Card,Amex,Success
TXN002700,Debit Card,MasterCard,Failed
TXN002701,PayPal,None,Failed
TXN002702,Credit Card,MasterCard,Success
TXN002703,Debit Card,Visa,Pending
TXN002704,Debit Card,Amex,Success
TXN002705,Bank Transfer,None,Pending
TXN002706,Bank Transfer,None,Success
TXN002707,Debit Card,Amex,Failed
TXN002708,Crypto,None,Pending
TXN002709,PayPal,None,Pending
TXN002710,PayPal,None,Success
TXN002711,Debit Card,Amex,Pending
TXN002712,PayPal,None,Pending
TXN002713,Credit Card,Visa,Failed
TXN002714,PayPal,None,Success
TXN002715,Bank Transfer,None,Failed
TXN002716,Credit Card,Visa,Pending
TXN002717,Crypto,None,Pending
TXN002718,Crypto,None,Pending
TXN002719,Crypto,None,Pending
TXN002720,Credit Card,None,Failed
TXN002721,Crypto,None,Success
TXN002722,Debit Card,MasterCard,Failed
TXN002723,Debit Card,Amex,Pending
TXN002724,Bank Transfer,None,Failed
TXN002725,PayPal,None,Pending
TXN002726,Bank Transfer,None,Pending
TXN002727,PayPal,None,Success
TXN002728,Debit Card,Amex,Failed
TXN002729,Credit Card,None,Success
TXN002730,Bank Transfer,None,Pending
TXN002731,Bank Transfer,None,Pending
TXN002732,Bank Transfer,None,Pending
TXN002733,Crypto,None,Pending
TXN002734,Debit Card,Visa,Success
TXN002735,PayPal,None,Pending
TXN002736,Crypto,None,Pending
TXN002737,Credit Card,None,Success
TXN002738,PayPal,None,Failed
TXN002739,Debit Card,None,Pending
TXN002740,Bank Transfer,None,Failed
TXN002741,Crypto,None,Success
TXN002742,Bank Transfer,None,Success
TXN002743,Crypto,None,Failed
TXN002744,Debit Card,Amex,Pending
TXN002745,Crypto,None,Success
TXN002746,Bank Transfer,None,Pending
TXN002747,Credit Card,Amex,Success
TXN002748,Debit Card,Amex,Failed
TXN002749,Credit Card,None,Pending
TXN002750,Crypto,None,Pending
TXN002751,Bank Transfer,None,Failed
TXN002752,PayPal,None,Pending
TXN002753,PayPal,None,Success
TXN002754,Bank Transfer,None,Failed
TXN002755,Crypto,None,Success
TXN002756,Debit Card,None,Success
TXN002757,Crypto,None,Failed
TXN002758,Crypto,None,Success
TXN002759,Credit Card,Visa,Pending
TXN002760,Credit Card,None,Failed
TXN002761,PayPal,None,Success
TXN002762,PayPal,None,Failed
TXN002763,Credit Card,Visa,Failed
TXN002764,Debit Card,MasterCard,Pending
TXN002765,Bank Transfer,None,Failed
TXN002766,Credit Card,MasterCard,Success
TXN002767,Credit Card,MasterCard,Success
TXN002768,Bank Transfer,None,Success
TXN002769,PayPal,None,Success
TXN002770,PayPal,None,Pending
TXN002771,PayPal,None,Pending
TXN002772,Credit Card,MasterCard,Success
TXN002773,Credit Card,None,Failed
TXN002774,Credit Card,Visa,Pending
TXN002775,Debit Card,None,Success
TXN002776,Credit Card,None,Success
TXN002777,Debit Card,MasterCard,Success
TXN002778,Debit Card,None,Failed
TXN002779,PayPal,None,Success
TXN002780,PayPal,None,Pending
TXN002781,Credit Card,Visa,Success
TXN002782,Crypto,None,Pending
TXN002783,Crypto,None,Success
TXN002784,Credit Card,Amex,Failed
TXN002785,Crypto,None,Failed
TXN002786,Debit Card,Visa,Failed
TXN002787,Debit Card,MasterCard,Success
TXN002788,Debit Card,Amex,Failed
TXN002789,Crypto,None,Pending
TXN002790,PayPal,None,Failed
TXN002791,Credit Card,MasterCard,Failed
TXN002792,Bank Transfer,None,Failed
TXN002793,Bank Transfer,None,Success
TXN002794,Credit Card,MasterCard,Success
TXN002795,PayPal,None,Success
TXN002796,Debit Card,None,Success
TXN002797,Crypto,None,Pending
TXN002798,Crypto,None,Failed
TXN002799,Debit Card,MasterCard,Pending
TXN002800,PayPal,None,Failed
TXN002801,Bank Transfer,None,Failed
TXN002802,Crypto,None,Pending
TXN002803,Debit Card,Visa,Success
TXN002804,PayPal,None,Failed
TXN002805,Bank Transfer,None,Success
TXN002806,Debit Card,None,Success
TXN002807,Credit Card,Amex,Failed
TXN002808,Debit Card,Amex,Pending
TXN002809,Credit Card,Amex,Success
TXN002810,Bank Transfer,None,Pending
TXN002811,PayPal,None,Failed
TXN002812,Debit Card,MasterCard,Pending
TXN002813,Crypto,None,Failed
TXN002814,Credit Card,Visa,Success
TXN002815,Debit Card,None,Success
TXN002816,Debit Card,None,Failed
TXN002817,Debit Card,None,Success
TXN002818,Crypto,None,Success
TXN002819,Credit Card,None,Success
TXN002820,Debit Card,Visa,Success
TXN002821,Crypto,None,Pending
TXN002822,Credit Card,Visa,Success
TXN002823,Credit Card,Visa,Success
TXN002824,PayPal,None,Pending
TXN002825,Credit Card,None,Failed
TXN002826,Debit Card,None,Success
TXN002827,PayPal,None,Failed
TXN002828,Credit Card,None,Pending
TXN002829,PayPal,None,Failed
TXN002830,PayPal,None,Success
TXN002831,Bank Transfer,None,Failed
TXN002832,Bank Transfer,None,Success
TXN002833,Crypto,None,Success
TXN002834,PayPal,None,Success
TXN002835,PayPal,None,Failed
TXN002836,Credit Card,Visa,Failed
TXN002837,PayPal,None,Pending
TXN002838,Crypto,None,Success
TXN002839,Bank Transfer,None,Pending
TXN002840,PayPal,None,Success
TXN002841,Debit Card,Visa,Pending
TXN002842,Credit Card,Amex,Success
TXN002843,Crypto,None,Pending
TXN002844,Credit Card,None,Failed
TXN002845,Credit Card,MasterCard,Pending
TXN002846,Credit Card,None,Success
TXN002847,Crypto,None,Failed
TXN002848,PayPal,None,Failed
TXN002849,Credit Card,None,Failed
TXN002850,Crypto,None,Failed
TXN002851,Debit Card,None,Failed
TXN002852,PayPal,None,Pending
TXN002853,PayPal,None,Failed
TXN002854,PayPal,None,Failed
TXN002855,Debit Card,Amex,Failed
TXN002856,Debit Card,Visa,Failed
TXN002857,Debit Card,MasterCard,Success
TXN002858,PayPal,None,Pending
TXN002859,Debit Card,Amex,Failed
TXN002860,Debit Card,MasterCard,Success
TXN002861,Crypto,None,Success
TXN002862,PayPal,None,Success
TXN002863,Debit Card,Visa,Failed
TXN002864,Debit Card,MasterCard,Pending
TXN002865,Bank Transfer,None,Pending
TXN002866,Credit Card,Amex,Failed
TXN002867,Crypto,None,Success
TXN002868,Credit Card,None,Pending
TXN002869,Credit Card,None,Pending
TXN002870,PayPal,None,Failed
TXN002871,PayPal,None,Pending
TXN002872,PayPal,None,Success
TXN002873,Crypto,None,Pending
TXN002874,Credit Card,None,Failed
TXN002875,PayPal,None,Pending
TXN002876,Crypto,None,Success
TXN002877,Credit Card,MasterCard,Pending
TXN002878,PayPal,None,Pending
TXN002879,Credit Card,Visa,Success
TXN002880,Debit Card,Amex,Pending
TXN002881,Crypto,None,Failed
TXN002882,Debit Card,Visa,Pending
TXN002883,Debit Card,MasterCard,Failed
TXN002884,Debit Card,None,Success
TXN002885,PayPal,None,Pending
TXN002886,Debit Card,None,Pending
TXN002887,Debit Card,MasterCard,Pending
TXN002888,Credit Card,MasterCard,Pending
TXN002889,Debit Card,None,Pending
TXN002890,PayPal,None,Pending
TXN002891,Crypto,None,Success
TXN002892,Bank Transfer,None,Success
TXN002893,Debit Card,Amex,Pending
TXN002894,PayPal,None,Pending
TXN002895,Crypto,None,Failed
TXN002896,Bank Transfer,None,Success
TXN002897,Crypto,None,Success
TXN002898,Credit Card,Visa,Success
TXN002899,Bank Transfer,None,Success
TXN002900,Bank Transfer,None,Pending
TXN002901,Credit Card,Visa,Failed
TXN002902,Bank Transfer,None,Pending
TXN002903,Bank Transfer,None,Failed
TXN002904,Crypto,None,Success
TXN002905,Credit Card,Amex,Success
TXN002906,Credit Card,MasterCard,Success
TXN002907,PayPal,None,Success
TXN002908,Bank Transfer,None,Success
TXN002909,PayPal,None,Success
TXN002910,Credit Card,Amex,Pending
TXN002911,Bank Transfer,None,Success
TXN002912,PayPal,None,Success
TXN002913,Crypto,None,Success
TXN002914,Crypto,None,Failed
TXN002915,Bank Transfer,None,Pending
TXN002916,Bank Transfer,None,Success
TXN002917,Bank Transfer,None,Success
TXN002918,Bank Transfer,None,Success
TXN002919,Crypto,None,Failed
TXN002920,PayPal,None,Success
TXN002921,Bank Transfer,None,Pending
TXN002922,Bank Transfer,None,Failed
TXN002923,Debit Card,Amex,Success
TXN002924,Crypto,None,Success
TXN002925,PayPal,None,Pending
TXN002926,PayPal,None,Pending
TXN002927,PayPal,None,Failed
TXN002928,PayPal,None,Success
TXN002929,PayPal,None,Success
TXN002930,PayPal,None,Success
TXN002931,PayPal,None,Success
TXN002932,Crypto,None,Failed
TXN002933,Bank Transfer,None,Pending
TXN002934,Crypto,None,Failed
TXN002935,PayPal,None,Success
TXN002936,Crypto,None,Failed
TXN002937,PayPal,None,Failed
TXN002938,Crypto,None,Failed
TXN002939,Crypto,None,Failed
TXN002940,Credit Card,Amex,Pending
TXN002941,Debit Card,Amex,Failed
TXN002942,PayPal,None,Failed
TXN002943,PayPal,None,Success
TXN002944,Crypto,None,Failed
TXN002945,Debit Card,Amex,Success
TXN002946,Credit Card,MasterCard,Pending
TXN002947,PayPal,None,Pending
TXN002948,Credit Card,MasterCard,Pending
TXN002949,Debit Card,MasterCard,Failed
TXN002950,Debit Card,None,Failed
TXN002951,Crypto,None,Failed
TXN002952,Credit Card,Amex,Failed
TXN002953,Bank Transfer,None,Failed
TXN002954,PayPal,None,Success
TXN002955,Debit Card,Amex,Pending
TXN002956,Debit Card,MasterCard,Failed
TXN002957,Credit Card,Amex,Success
TXN002958,Crypto,None,Pending
TXN002959,Bank Transfer,None,Failed
TXN002960,Debit Card,Amex,Pending
TXN002961,PayPal,None,Success
TXN002962,Debit Card,Visa,Pending
TXN002963,Crypto,None,Success
TXN002964,PayPal,None,Success
TXN002965,Crypto,None,Success
TXN002966,Bank Transfer,None,Pending
TXN002967,Debit Card,Visa,Pending
TXN002968,Crypto,None,Success
TXN002969,Credit Card,Visa,Pending
TXN002970,Debit Card,Amex,Success
TXN002971,Credit Card,Visa,Failed
TXN002972,PayPal,None,Failed
TXN002973,Credit Card,None,Success
TXN002974,Credit Card,Amex,Success
TXN002975,Crypto,None,Success
TXN002976,Crypto,None,Pending
TXN002977,Crypto,None,Success
TXN002978,PayPal,None,Success
TXN002979,Crypto,None,Success
TXN002980,Crypto,None,Pending
TXN002981,PayPal,None,Failed
TXN002982,PayPal,None,Success
TXN002983,Bank Transfer,None,Success
TXN002984,Credit Card,MasterCard,Failed
TXN002985,Bank Transfer,None,Pending
TXN002986,Bank Transfer,None,Pending
TXN002987,PayPal,None,Pending
TXN002988,Bank Transfer,None,Failed
TXN002989,Bank Transfer,None,Failed
TXN002990,Credit Card,Visa,Failed
TXN002991,Bank Transfer,None,Pending
TXN002992,Bank Transfer,None,Success
TXN002993,Bank Transfer,None,Success
TXN002994,Bank Transfer,None,Failed
TXN002995,Crypto,None,Success
TXN002996,Credit Card,Visa,Success
TXN002997,Credit Card,Visa,Pending
TXN002998,Bank Transfer,None,Failed
TXN002999,Credit Card,None,Failed
TXN003000,PayPal,None,Pending
TXN003001,Crypto,None,Failed
TXN003002,Bank Transfer,None,Success
TXN003003,Credit Card,None,Pending
TXN003004,Credit Card,MasterCard,Success
TXN003005,Debit Card,Visa,Pending
TXN003006,Credit Card,None,Pending
TXN003007,Crypto,None,Success
TXN003008,PayPal,None,Failed
TXN003009,Debit Card,Visa,Success
TXN003010,Credit Card,Amex,Failed
TXN003011,Credit Card,Amex,Success
TXN003012,Crypto,None,Pending
TXN003013,Debit Card,Amex,Pending
TXN003014,Debit Card,Amex,Success
TXN003015,Crypto,None,Failed
TXN003016,Debit Card,MasterCard,Success
TXN003017,Credit Card,Amex,Failed
TXN003018,Credit Card,Visa,Failed
TXN003019,Debit Card,Amex,Pending
TXN003020,Debit Card,None,Success
TXN003021,Bank Transfer,None,Failed
TXN003022,Bank Transfer,None,Failed
TXN003023,PayPal,None,Failed
TXN003024,Debit Card,None,Success
TXN003025,Crypto,None,Success
TXN003026,Crypto,None,Pending
TXN003027,Bank Transfer,None,Failed
TXN003028,PayPal,None,Pending
TXN003029,PayPal,None,Failed
TXN003030,Bank Transfer,None,Failed
TXN003031,Credit Card,Visa,Pending
TXN003032,Debit Card,MasterCard,Failed
TXN003033,Credit Card,MasterCard,Success
TXN003034,PayPal,None,Failed
TXN003035,Credit Card,Visa,Success
TXN003036,Debit Card,MasterCard,Success
TXN003037,PayPal,None,Failed
TXN003038,Crypto,None,Pending
TXN003039,Bank Transfer,None,Pending
TXN003040,Debit Card,MasterCard,Success
TXN003041,Debit Card,MasterCard,Failed
TXN003042,Crypto,None,Failed
TXN003043,Bank Transfer,None,Failed
TXN003044,Crypto,None,Success
TXN003045,Bank Transfer,None,Pending
TXN003046,Crypto,None,Success
TXN003047,Crypto,None,Pending
TXN003048,Bank Transfer,None,Success
TXN003049,Crypto,None,Failed
TXN003050,PayPal,None,Pending
TXN003051,Debit Card,Amex,Pending
TXN003052,Bank Transfer,None,Failed
TXN003053,Bank Transfer,None,Success
TXN003054,PayPal,None,Pending
TXN003055,Debit Card,MasterCard,Failed
TXN003056,Credit Card,MasterCard,Failed
TXN003057,Crypto,None,Pending
TXN003058,Bank Transfer,None,Success
TXN003059,PayPal,None,Failed
TXN003060,Crypto,None,Failed
TXN003061,Credit Card,Visa,Pending
TXN003062,Crypto,None,Failed
TXN003063,Crypto,None,Failed
TXN003064,Debit Card,Visa,Success
TXN003065,Crypto,None,Failed
TXN003066,Debit Card,Amex,Pending
TXN003067,Bank Transfer,None,Success
TXN003068,Crypto,None,Success
TXN003069,PayPal,None,Pending
TXN003070,Credit Card,MasterCard,Failed
TXN003071,PayPal,None,Pending
TXN003072,Crypto,None,Failed
TXN003073,Crypto,None,Pending
TXN003074,Credit Card,Visa,Success
TXN003075,Debit Card,MasterCard,Success
TXN003076,Debit Card,Amex,Success
TXN003077,Bank Transfer,None,Failed
TXN003078,Debit Card,MasterCard,Failed
TXN003079,PayPal,None,Pending
TXN003080,Bank Transfer,None,Success
TXN003081,PayPal,None,Pending
TXN003082,Debit Card,Visa,Success
TXN003083,Credit Card,MasterCard,Success
TXN003084,Bank Transfer,None,Success
TXN003085,Bank Transfer,None,Pending
TXN003086,Credit Card,MasterCard,Success
TXN003087,Crypto,None,Pending
