interaction_id,user_id,product_id,action,timestamp
1400,982,430,Purchased,2024-01-01 23:19:00
1401,2764,43,Viewed,2024-01-01 23:20:00
1402,3332,488,Added to Cart,2024-01-01 23:21:00
1403,97,137,Purchased,2024-01-01 23:22:00
1404,909,47,Added to Cart,2024-01-01 23:23:00
1405,4896,148,Added to Cart,2024-01-01 23:24:00
1406,1727,473,Wishlist,2024-01-01 23:25:00
1407,4884,238,Added to Cart,2024-01-01 23:26:00
1408,241,388,Added to Cart,2024-01-01 23:27:00
1409,4018,443,Wishlist,2024-01-01 23:28:00
1410,4019,324,Viewed,2024-01-01 23:29:00
1411,1122,75,Wishlist,2024-01-01 23:30:00
1412,3363,28,Wishlist,2024-01-01 23:31:00
1413,1240,382,Wishlist,2024-01-01 23:32:00
1414,1828,183,Viewed,2024-01-01 23:33:00
1415,1052,357,Viewed,2024-01-01 23:34:00
1416,4893,228,Viewed,2024-01-01 23:35:00
1417,3037,210,Wishlist,2024-01-01 23:36:00
1418,4622,252,Viewed,2024-01-01 23:37:00
1419,2988,81,Purchased,2024-01-01 23:38:00
1420,2551,151,Viewed,2024-01-01 23:39:00
1421,915,135,Wishlist,2024-01-01 23:40:00
1422,327,183,Wishlist,2024-01-01 23:41:00
1423,1790,397,Added to Cart,2024-01-01 23:42:00
1424,1541,172,Wishlist,2024-01-01 23:43:00
1425,4854,327,Purchased,2024-01-01 23:44:00
1426,1800,99,Added to Cart,2024-01-01 23:45:00
1427,4067,42,Purchased,2024-01-01 23:46:00
1428,4076,319,Viewed,2024-01-01 23:47:00
1429,827,293,Added to Cart,2024-01-01 23:48:00
1430,3654,173,Purchased,2024-01-01 23:49:00
1431,329,239,Viewed,2024-01-01 23:50:00
1432,1953,193,Added to Cart,2024-01-01 23:51:00
1433,1746,13,Viewed,2024-01-01 23:52:00
1434,3173,318,Purchased,2024-01-01 23:53:00
1435,4758,327,Purchased,2024-01-01 23:54:00
1436,904,310,Added to Cart,2024-01-01 23:55:00
1437,2921,300,Purchased,2024-01-01 23:56:00
1438,2189,63,Purchased,2024-01-01 23:57:00
1439,4681,43,Purchased,2024-01-01 23:58:00
1440,4864,1,Added to Cart,2024-01-01 23:59:00
1441,3031,16,Purchased,2024-01-02 00:00:00
1442,2401,114,Viewed,2024-01-02 00:01:00
1443,584,90,Purchased,2024-01-02 00:02:00
1444,2249,273,Wishlist,2024-01-02 00:03:00
1445,2738,289,Viewed,2024-01-02 00:04:00
1446,3877,81,Viewed,2024-01-02 00:05:00
1447,1305,155,Viewed,2024-01-02 00:06:00
1448,909,451,Viewed,2024-01-02 00:07:00
1449,1147,427,Purchased,2024-01-02 00:08:00
1450,182,342,Wishlist,2024-01-02 00:09:00
1451,4187,154,Viewed,2024-01-02 00:10:00
1452,1877,324,Wishlist,2024-01-02 00:11:00
1453,2253,126,Viewed,2024-01-02 00:12:00
1454,1038,461,Added to Cart,2024-01-02 00:13:00
1455,3588,7,Purchased,2024-01-02 00:14:00
1456,4001,127,Added to Cart,2024-01-02 00:15:00
1457,1093,51,Added to Cart,2024-01-02 00:16:00
1458,3459,9,Purchased,2024-01-02 00:17:00
1459,4657,327,Viewed,2024-01-02 00:18:00
1460,323,435,Viewed,2024-01-02 00:19:00
1461,1195,466,Wishlist,2024-01-02 00:20:00
1462,4676,251,Purchased,2024-01-02 00:21:00
1463,2228,18,Wishlist,2024-01-02 00:22:00
1464,4041,13,Wishlist,2024-01-02 00:23:00
1465,4689,328,Added to Cart,2024-01-02 00:24:00
1466,2851,382,Wishlist,2024-01-02 00:25:00
1467,800,254,Wishlist,2024-01-02 00:26:00
1468,1629,378,Viewed,2024-01-02 00:27:00
1469,3304,208,Added to Cart,2024-01-02 00:28:00
1470,1255,88,Viewed,2024-01-02 00:29:00
1471,2317,322,Wishlist,2024-01-02 00:30:00
1472,4048,161,Wishlist,2024-01-02 00:31:00
1473,162,485,Wishlist,2024-01-02 00:32:00
1474,3562,42,Purchased,2024-01-02 00:33:00
1475,3468,375,Wishlist,2024-01-02 00:34:00
1476,1164,275,Wishlist,2024-01-02 00:35:00
1477,4025,2,Added to Cart,2024-01-02 00:36:00
1478,3029,135,Wishlist,2024-01-02 00:37:00
1479,3757,119,Purchased,2024-01-02 00:38:00
1480,4356,465,Added to Cart,2024-01-02 00:39:00
1481,1537,361,Purchased,2024-01-02 00:40:00
1482,3276,411,Viewed,2024-01-02 00:41:00
1483,109,497,Purchased,2024-01-02 00:42:00
1484,3022,482,Viewed,2024-01-02 00:43:00
1485,2206,266,Added to Cart,2024-01-02 00:44:00
1486,1735,112,Wishlist,2024-01-02 00:45:00
1487,4342,127,Purchased,2024-01-02 00:46:00
1488,969,92,Purchased,2024-01-02 00:47:00
1489,769,3,Viewed,2024-01-02 00:48:00
1490,3550,111,Added to Cart,2024-01-02 00:49:00
1491,2020,125,Viewed,2024-01-02 00:50:00
1492,4860,96,Added to Cart,2024-01-02 00:51:00
1493,4072,153,Wishlist,2024-01-02 00:52:00
1494,2950,486,Added to Cart,2024-01-02 00:53:00
1495,2972,66,Purchased,2024-01-02 00:54:00
1496,987,223,Wishlist,2024-01-02 00:55:00
1497,10,331,Viewed,2024-01-02 00:56:00
1498,1548,123,Purchased,2024-01-02 00:57:00
1499,368,101,Wishlist,2024-01-02 00:58:00
1500,245,220,Added to Cart,2024-01-02 00:59:00
1501,4742,456,Added to Cart,2024-01-02 01:00:00
1502,676,291,Purchased,2024-01-02 01:01:00
1503,404,385,Purchased,2024-01-02 01:02:00
1504,1496,278,Purchased,2024-01-02 01:03:00
1505,988,37,Wishlist,2024-01-02 01:04:00
1506,4565,148,Wishlist,2024-01-02 01:05:00
1507,3682,432,Viewed,2024-01-02 01:06:00
1508,3126,62,Added to Cart,2024-01-02 01:07:00
1509,4636,437,Wishlist,2024-01-02 01:08:00
1510,1727,50,Viewed,2024-01-02 01:09:00
1511,1639,291,Purchased,2024-01-02 01:10:00
1512,2870,439,Added to Cart,2024-01-02 01:11:00
1513,2690,56,Wishlist,2024-01-02 01:12:00
1514,4829,89,Wishlist,2024-01-02 01:13:00
1515,2371,349,Viewed,2024-01-02 01:14:00
1516,733,160,Wishlist,2024-01-02 01:15:00
1517,2935,451,Viewed,2024-01-02 01:16:00
1518,2796,453,Viewed,2024-01-02 01:17:00
1519,2539,370,Wishlist,2024-01-02 01:18:00
1520,1640,450,Wishlist,2024-01-02 01:19:00
1521,3375,310,Purchased,2024-01-02 01:20:00
1522,411,22,Added to Cart,2024-01-02 01:21:00
1523,1040,178,Purchased,2024-01-02 01:22:00
1524,3393,416,Added to Cart,2024-01-02 01:23:00
1525,3490,437,Purchased,2024-01-02 01:24:00
1526,5,436,Wishlist,2024-01-02 01:25:00
1527,1728,72,Viewed,2024-01-02 01:26:00
1528,3969,198,Added to Cart,2024-01-02 01:27:00
1529,1601,17,Viewed,2024-01-02 01:28:00
1530,2814,17,Added to Cart,2024-01-02 01:29:00
1531,2961,139,Wishlist,2024-01-02 01:30:00
1532,2589,10,Viewed,2024-01-02 01:31:00
1533,4985,211,Added to Cart,2024-01-02 01:32:00
1534,3068,479,Added to Cart,2024-01-02 01:33:00
1535,4874,384,Added to Cart,2024-01-02 01:34:00
1536,3309,332,Wishlist,2024-01-02 01:35:00
1537,2679,422,Viewed,2024-01-02 01:36:00
1538,4792,253,Purchased,2024-01-02 01:37:00
1539,1618,50,Wishlist,2024-01-02 01:38:00
1540,2972,275,Purchased,2024-01-02 01:39:00
1541,1482,311,Purchased,2024-01-02 01:40:00
1542,1798,54,Purchased,2024-01-02 01:41:00
1543,2642,488,Viewed,2024-01-02 01:42:00
1544,45,486,Viewed,2024-01-02 01:43:00
1545,256,358,Wishlist,2024-01-02 01:44:00
1546,3002,53,Purchased,2024-01-02 01:45:00
1547,4708,238,Viewed,2024-01-02 01:46:00
1548,3963,304,Purchased,2024-01-02 01:47:00
1549,4638,216,Wishlist,2024-01-02 01:48:00
1550,3047,235,Wishlist,2024-01-02 01:49:00
1551,2724,87,Purchased,2024-01-02 01:50:00
1552,1629,196,Viewed,2024-01-02 01:51:00
1553,734,384,Viewed,2024-01-02 01:52:00
1554,2649,206,Viewed,2024-01-02 01:53:00
1555,3400,314,Viewed,2024-01-02 01:54:00
1556,2998,201,Added to Cart,2024-01-02 01:55:00
1557,1068,339,Wishlist,2024-01-02 01:56:00
1558,188,64,Purchased,2024-01-02 01:57:00
1559,4066,120,Purchased,2024-01-02 01:58:00
1560,4547,492,Wishlist,2024-01-02 01:59:00
1561,1559,381,Added to Cart,2024-01-02 02:00:00
1562,4116,100,Wishlist,2024-01-02 02:01:00
1563,4351,174,Added to Cart,2024-01-02 02:02:00
1564,202,54,Wishlist,2024-01-02 02:03:00
1565,3040,49,Wishlist,2024-01-02 02:04:00
1566,2185,117,Wishlist,2024-01-02 02:05:00
1567,3547,475,Viewed,2024-01-02 02:06:00
1568,492,460,Added to Cart,2024-01-02 02:07:00
1569,2107,423,Viewed,2024-01-02 02:08:00
1570,3971,63,Added to Cart,2024-01-02 02:09:00
1571,4279,440,Wishlist,2024-01-02 02:10:00
1572,1894,174,Purchased,2024-01-02 02:11:00
1573,2004,90,Viewed,2024-01-02 02:12:00
1574,1016,446,Purchased,2024-01-02 02:13:00
1575,68,98,Viewed,2024-01-02 02:14:00
1576,3670,380,Wishlist,2024-01-02 02:15:00
1577,4946,350,Viewed,2024-01-02 02:16:00
1578,319,46,Wishlist,2024-01-02 02:17:00
1579,4502,400,Purchased,2024-01-02 02:18:00
1580,2160,194,Added to Cart,2024-01-02 02:19:00
1581,4943,36,Viewed,2024-01-02 02:20:00
1582,4067,120,Viewed,2024-01-02 02:21:00
1583,309,8,Added to Cart,2024-01-02 02:22:00
1584,795,155,Added to Cart,2024-01-02 02:23:00
1585,4837,209,Added to Cart,2024-01-02 02:24:00
1586,2508,330,Added to Cart,2024-01-02 02:25:00
1587,4317,110,Purchased,2024-01-02 02:26:00
1588,911,394,Purchased,2024-01-02 02:27:00
1589,3480,460,Wishlist,2024-01-02 02:28:00
1590,3112,249,Viewed,2024-01-02 02:29:00
1591,4327,456,Purchased,2024-01-02 02:30:00
1592,1484,109,Added to Cart,2024-01-02 02:31:00
1593,320,193,Purchased,2024-01-02 02:32:00
1594,468,420,Purchased,2024-01-02 02:33:00
1595,1774,225,Purchased,2024-01-02 02:34:00
1596,3562,129,Viewed,2024-01-02 02:35:00
1597,504,325,Wishlist,2024-01-02 02:36:00
1598,4880,71,Wishlist,2024-01-02 02:37:00
1599,3105,238,Viewed,2024-01-02 02:38:00
1600,1493,214,Viewed,2024-01-02 02:39:00
1601,4775,380,Viewed,2024-01-02 02:40:00
1602,1427,495,Added to Cart,2024-01-02 02:41:00
1603,4362,93,Viewed,2024-01-02 02:42:00
1604,337,476,Purchased,2024-01-02 02:43:00
1605,2187,412,Purchased,2024-01-02 02:44:00
1606,4004,404,Purchased,2024-01-02 02:45:00
1607,2897,224,Viewed,2024-01-02 02:46:00
1608,1355,319,Viewed,2024-01-02 02:47:00
1609,2866,255,Added to Cart,2024-01-02 02:48:00
1610,3053,500,Added to Cart,2024-01-02 02:49:00
1611,4859,392,Wishlist,2024-01-02 02:50:00
1612,183,496,Wishlist,2024-01-02 02:51:00
1613,4350,150,Purchased,2024-01-02 02:52:00
1614,3480,140,Wishlist,2024-01-02 02:53:00
1615,2007,229,Viewed,2024-01-02 02:54:00
1616,3530,158,Wishlist,2024-01-02 02:55:00
1617,4764,462,Purchased,2024-01-02 02:56:00
1618,2745,187,Added to Cart,2024-01-02 02:57:00
1619,1011,471,Viewed,2024-01-02 02:58:00
1620,1837,62,Wishlist,2024-01-02 02:59:00
1621,3228,94,Viewed,2024-01-02 03:00:00
1622,1650,67,Added to Cart,2024-01-02 03:01:00
1623,4422,410,Viewed,2024-01-02 03:02:00
1624,1788,12,Purchased,2024-01-02 03:03:00
1625,3761,79,Wishlist,2024-01-02 03:04:00
1626,1495,102,Wishlist,2024-01-02 03:05:00
1627,2351,144,Wishlist,2024-01-02 03:06:00
1628,527,168,Purchased,2024-01-02 03:07:00
1629,1037,86,Purchased,2024-01-02 03:08:00
1630,137,348,Added to Cart,2024-01-02 03:09:00
1631,2865,323,Added to Cart,2024-01-02 03:10:00
1632,1963,66,Purchased,2024-01-02 03:11:00
1633,4934,430,Wishlist,2024-01-02 03:12:00
1634,3724,458,Added to Cart,2024-01-02 03:13:00
1635,3846,478,Viewed,2024-01-02 03:14:00
1636,2394,144,Added to Cart,2024-01-02 03:15:00
1637,1190,40,Purchased,2024-01-02 03:16:00
1638,2605,447,Viewed,2024-01-02 03:17:00
1639,2960,333,Added to Cart,2024-01-02 03:18:00
1640,372,94,Viewed,2024-01-02 03:19:00
1641,2764,197,Purchased,2024-01-02 03:20:00
1642,1334,323,Wishlist,2024-01-02 03:21:00
1643,2920,104,Added to Cart,2024-01-02 03:22:00
1644,3643,361,Wishlist,2024-01-02 03:23:00
1645,3949,12,Purchased,2024-01-02 03:24:00
1646,1643,319,Purchased,2024-01-02 03:25:00
1647,2679,456,Wishlist,2024-01-02 03:26:00
1648,2296,453,Viewed,2024-01-02 03:27:00
1649,2112,476,Viewed,2024-01-02 03:28:00
1650,4042,236,Viewed,2024-01-02 03:29:00
1651,825,71,Wishlist,2024-01-02 03:30:00
1652,4877,20,Added to Cart,2024-01-02 03:31:00
1653,3380,28,Purchased,2024-01-02 03:32:00
1654,1334,276,Viewed,2024-01-02 03:33:00
1655,62,163,Viewed,2024-01-02 03:34:00
1656,2617,411,Purchased,2024-01-02 03:35:00
1657,4779,165,Added to Cart,2024-01-02 03:36:00
1658,4610,109,Purchased,2024-01-02 03:37:00
1659,3043,80,Viewed,2024-01-02 03:38:00
1660,4940,498,Viewed,2024-01-02 03:39:00
1661,3775,308,Purchased,2024-01-02 03:40:00
1662,4342,46,Viewed,2024-01-02 03:41:00
1663,4742,348,Wishlist,2024-01-02 03:42:00
1664,1097,219,Viewed,2024-01-02 03:43:00
1665,4135,157,Viewed,2024-01-02 03:44:00
1666,4739,321,Viewed,2024-01-02 03:45:00
1667,4532,438,Purchased,2024-01-02 03:46:00
1668,2920,52,Viewed,2024-01-02 03:47:00
1669,3053,75,Added to Cart,2024-01-02 03:48:00
1670,1651,230,Viewed,2024-01-02 03:49:00
1671,4105,327,Wishlist,2024-01-02 03:50:00
1672,279,236,Purchased,2024-01-02 03:51:00
1673,2016,30,Purchased,2024-01-02 03:52:00
1674,4201,112,Purchased,2024-01-02 03:53:00
1675,2370,297,Wishlist,2024-01-02 03:54:00
1676,1181,37,Wishlist,2024-01-02 03:55:00
1677,3017,386,Purchased,2024-01-02 03:56:00
1678,1008,81,Added to Cart,2024-01-02 03:57:00
1679,1195,218,Purchased,2024-01-02 03:58:00
1680,2961,425,Purchased,2024-01-02 03:59:00
1681,3022,70,Purchased,2024-01-02 04:00:00
1682,4585,7,Purchased,2024-01-02 04:01:00
1683,3231,29,Wishlist,2024-01-02 04:02:00
1684,1948,475,Viewed,2024-01-02 04:03:00
1685,2218,431,Purchased,2024-01-02 04:04:00
1686,904,407,Added to Cart,2024-01-02 04:05:00
1687,4356,499,Purchased,2024-01-02 04:06:00
1688,2425,384,Purchased,2024-01-02 04:07:00
1689,443,327,Wishlist,2024-01-02 04:08:00
1690,1881,15,Purchased,2024-01-02 04:09:00
1691,2063,7,Added to Cart,2024-01-02 04:10:00
1692,3071,394,Wishlist,2024-01-02 04:11:00
1693,1967,130,Purchased,2024-01-02 04:12:00
1694,2050,4,Wishlist,2024-01-02 04:13:00
1695,2366,84,Wishlist,2024-01-02 04:14:00
1696,1006,366,Wishlist,2024-01-02 04:15:00
1697,1209,73,Added to Cart,2024-01-02 04:16:00
1698,2261,232,Wishlist,2024-01-02 04:17:00
1699,4466,463,Wishlist,2024-01-02 04:18:00
1700,1661,300,Added to Cart,2024-01-02 04:19:00
1701,918,441,Wishlist,2024-01-02 04:20:00
1702,3583,400,Viewed,2024-01-02 04:21:00
1703,1313,285,Wishlist,2024-01-02 04:22:00
1704,3520,429,Added to Cart,2024-01-02 04:23:00
1705,3648,25,Added to Cart,2024-01-02 04:24:00
1706,3377,312,Purchased,2024-01-02 04:25:00
1707,3210,432,Purchased,2024-01-02 04:26:00
1708,270,490,Added to Cart,2024-01-02 04:27:00
1709,4681,386,Wishlist,2024-01-02 04:28:00
1710,1096,354,Wishlist,2024-01-02 04:29:00
1711,4801,298,Viewed,2024-01-02 04:30:00
1712,4764,430,Viewed,2024-01-02 04:31:00
1713,2663,171,Wishlist,2024-01-02 04:32:00
1714,1717,92,Wishlist,2024-01-02 04:33:00
1715,145,375,Wishlist,2024-01-02 04:34:00
1716,2876,194,Wishlist,2024-01-02 04:35:00
1717,3240,117,Added to Cart,2024-01-02 04:36:00
1718,3206,476,Viewed,2024-01-02 04:37:00
1719,3375,481,Wishlist,2024-01-02 04:38:00
1720,100,126,Wishlist,2024-01-02 04:39:00
1721,4352,382,Wishlist,2024-01-02 04:40:00
1722,3231,338,Added to Cart,2024-01-02 04:41:00
1723,4224,195,Added to Cart,2024-01-02 04:42:00
1724,2623,64,Viewed,2024-01-02 04:43:00
1725,14,418,Viewed,2024-01-02 04:44:00
1726,4765,416,Added to Cart,2024-01-02 04:45:00
1727,2714,158,Added to Cart,2024-01-02 04:46:00
1728,754,487,Added to Cart,2024-01-02 04:47:00
1729,4314,477,Added to Cart,2024-01-02 04:48:00
1730,3177,483,Viewed,2024-01-02 04:49:00
1731,2276,214,Viewed,2024-01-02 04:50:00
1732,3328,107,Wishlist,2024-01-02 04:51:00
1733,548,213,Added to Cart,2024-01-02 04:52:00
1734,3357,68,Wishlist,2024-01-02 04:53:00
1735,380,478,Wishlist,2024-01-02 04:54:00
1736,2346,321,Added to Cart,2024-01-02 04:55:00
1737,2793,29,Added to Cart,2024-01-02 04:56:00
1738,2138,430,Viewed,2024-01-02 04:57:00
1739,2627,3,Wishlist,2024-01-02 04:58:00
1740,3474,350,Added to Cart,2024-01-02 04:59:00
1741,3500,290,Viewed,2024-01-02 05:00:00
1742,378,232,Added to Cart,2024-01-02 05:01:00
1743,2539,295,Added to Cart,2024-01-02 05:02:00
1744,2806,196,Added to Cart,2024-01-02 05:03:00
1745,3445,208,Wishlist,2024-01-02 05:04:00
1746,3862,4,Purchased,2024-01-02 05:05:00
1747,99,493,Wishlist,2024-01-02 05:06:00
1748,4564,304,Added to Cart,2024-01-02 05:07:00
1749,436,423,Viewed,2024-01-02 05:08:00
1750,3937,378,Added to Cart,2024-01-02 05:09:00
1751,3391,63,Viewed,2024-01-02 05:10:00
1752,3436,412,Added to Cart,2024-01-02 05:11:00
1753,376,256,Purchased,2024-01-02 05:12:00
1754,2113,259,Wishlist,2024-01-02 05:13:00
1755,405,93,Purchased,2024-01-02 05:14:00
1756,3145,11,Wishlist,2024-01-02 05:15:00
1757,4712,367,Viewed,2024-01-02 05:16:00
1758,3977,105,Added to Cart,2024-01-02 05:17:00
1759,305,62,Viewed,2024-01-02 05:18:00
1760,3203,155,Purchased,2024-01-02 05:19:00
1761,3220,483,Purchased,2024-01-02 05:20:00
1762,3022,97,Viewed,2024-01-02 05:21:00
1763,4461,443,Added to Cart,2024-01-02 05:22:00
1764,4676,412,Purchased,2024-01-02 05:23:00
1765,2339,122,Purchased,2024-01-02 05:24:00
1766,1325,16,Added to Cart,2024-01-02 05:25:00
1767,2833,240,Viewed,2024-01-02 05:26:00
1768,861,210,Viewed,2024-01-02 05:27:00
1769,1719,388,Purchased,2024-01-02 05:28:00
1770,1299,94,Added to Cart,2024-01-02 05:29:00
1771,4372,82,Purchased,2024-01-02 05:30:00
1772,4731,145,Added to Cart,2024-01-02 05:31:00
1773,3184,490,Purchased,2024-01-02 05:32:00
1774,2163,89,Viewed,2024-01-02 05:33:00
1775,976,400,Purchased,2024-01-02 05:34:00
1776,746,132,Purchased,2024-01-02 05:35:00
1777,81,183,Wishlist,2024-01-02 05:36:00
1778,4992,406,Viewed,2024-01-02 05:37:00
1779,876,221,Viewed,2024-01-02 05:38:00
1780,3850,452,Purchased,2024-01-02 05:39:00
1781,2400,154,Wishlist,2024-01-02 05:40:00
1782,2413,272,Added to Cart,2024-01-02 05:41:00
1783,3909,52,Added to Cart,2024-01-02 05:42:00
1784,4377,95,Wishlist,2024-01-02 05:43:00
1785,1108,125,Purchased,2024-01-02 05:44:00
1786,3494,256,Viewed,2024-01-02 05:45:00
1787,3579,329,Wishlist,2024-01-02 05:46:00
1788,1693,173,Purchased,2024-01-02 05:47:00
1789,4144,291,Added to Cart,2024-01-02 05:48:00
1790,414,379,Added to Cart,2024-01-02 05:49:00
1791,3369,339,Purchased,2024-01-02 05:50:00
1792,2498,260,Wishlist,2024-01-02 05:51:00
1793,2231,246,Wishlist,2024-01-02 05:52:00
1794,4997,176,Viewed,2024-01-02 05:53:00
1795,3155,1,Added to Cart,2024-01-02 05:54:00
1796,2381,287,Added to Cart,2024-01-02 05:55:00
1797,978,453,Purchased,2024-01-02 05:56:00
1798,1649,115,Viewed,2024-01-02 05:57:00
1799,1419,252,Purchased,2024-01-02 05:58:00
1800,3262,193,Added to Cart,2024-01-02 05:59:00
1801,437,150,Added to Cart,2024-01-02 06:00:00
1802,4247,153,Added to Cart,2024-01-02 06:01:00
1803,2751,83,Viewed,2024-01-02 06:02:00
1804,4952,320,Added to Cart,2024-01-02 06:03:00
1805,4238,327,Wishlist,2024-01-02 06:04:00
1806,63,276,Viewed,2024-01-02 06:05:00
1807,4996,304,Purchased,2024-01-02 06:06:00
1808,3789,422,Purchased,2024-01-02 06:07:00
1809,1610,101,Purchased,2024-01-02 06:08:00
1810,3964,32,Wishlist,2024-01-02 06:09:00
1811,4673,117,Wishlist,2024-01-02 06:10:00
1812,264,57,Added to Cart,2024-01-02 06:11:00
1813,3283,269,Viewed,2024-01-02 06:12:00
1814,7,371,Wishlist,2024-01-02 06:13:00
1815,1348,21,Wishlist,2024-01-02 06:14:00
1816,1420,22,Added to Cart,2024-01-02 06:15:00
1817,2038,207,Purchased,2024-01-02 06:16:00
1818,3338,362,Purchased,2024-01-02 06:17:00
1819,2733,82,Viewed,2024-01-02 06:18:00
1820,4773,128,Added to Cart,2024-01-02 06:19:00
1821,3420,342,Added to Cart,2024-01-02 06:20:00
1822,2551,146,Wishlist,2024-01-02 06:21:00
1823,2481,306,Viewed,2024-01-02 06:22:00
1824,3799,31,Viewed,2024-01-02 06:23:00
1825,636,378,Purchased,2024-01-02 06:24:00
1826,3376,372,Wishlist,2024-01-02 06:25:00
1827,580,204,Purchased,2024-01-02 06:26:00
1828,2549,219,Wishlist,2024-01-02 06:27:00
1829,3786,300,Added to Cart,2024-01-02 06:28:00
1830,4370,126,Purchased,2024-01-02 06:29:00
1831,3999,143,Wishlist,2024-01-02 06:30:00
1832,1068,32,Viewed,2024-01-02 06:31:00
1833,4810,113,Wishlist,2024-01-02 06:32:00
1834,3465,293,Purchased,2024-01-02 06:33:00
1835,4731,333,Wishlist,2024-01-02 06:34:00
1836,3295,428,Viewed,2024-01-02 06:35:00
1837,404,286,Wishlist,2024-01-02 06:36:00
1838,4599,226,Purchased,2024-01-02 06:37:00
1839,594,290,Purchased,2024-01-02 06:38:00
1840,580,212,Viewed,2024-01-02 06:39:00
1841,1003,356,Viewed,2024-01-02 06:40:00
1842,1510,277,Viewed,2024-01-02 06:41:00
1843,2601,205,Viewed,2024-01-02 06:42:00
1844,2680,41,Purchased,2024-01-02 06:43:00
1845,1746,429,Purchased,2024-01-02 06:44:00
1846,4085,480,Wishlist,2024-01-02 06:45:00
1847,1834,355,Purchased,2024-01-02 06:46:00
1848,2219,22,Added to Cart,2024-01-02 06:47:00
1849,4388,278,Purchased,2024-01-02 06:48:00
1850,257,189,Added to Cart,2024-01-02 06:49:00
1851,4616,157,Wishlist,2024-01-02 06:50:00
1852,3671,230,Added to Cart,2024-01-02 06:51:00
1853,1969,51,Added to Cart,2024-01-02 06:52:00
1854,177,467,Viewed,2024-01-02 06:53:00
1855,4282,433,Purchased,2024-01-02 06:54:00
1856,4570,437,Purchased,2024-01-02 06:55:00
1857,223,320,Purchased,2024-01-02 06:56:00
1858,3204,10,Wishlist,2024-01-02 06:57:00
1859,2048,407,Viewed,2024-01-02 06:58:00
1860,2518,33,Viewed,2024-01-02 06:59:00
1861,4741,421,Purchased,2024-01-02 07:00:00
1862,511,333,Wishlist,2024-01-02 07:01:00
1863,4512,63,Added to Cart,2024-01-02 07:02:00
1864,1780,42,Purchased,2024-01-02 07:03:00
1865,2737,87,Added to Cart,2024-01-02 07:04:00
1866,827,129,Wishlist,2024-01-02 07:05:00
1867,3056,63,Wishlist,2024-01-02 07:06:00
1868,785,298,Added to Cart,2024-01-02 07:07:00
1869,4524,451,Added to Cart,2024-01-02 07:08:00
1870,695,318,Wishlist,2024-01-02 07:09:00
1871,1904,250,Wishlist,2024-01-02 07:10:00
1872,1975,359,Viewed,2024-01-02 07:11:00
1873,1816,353,Purchased,2024-01-02 07:12:00
1874,1328,414,Viewed,2024-01-02 07:13:00
1875,2619,273,Purchased,2024-01-02 07:14:00
1876,4467,66,Added to Cart,2024-01-02 07:15:00
1877,647,229,Viewed,2024-01-02 07:16:00
1878,3343,233,Added to Cart,2024-01-02 07:17:00
1879,3294,63,Wishlist,2024-01-02 07:18:00
1880,3910,254,Purchased,2024-01-02 07:19:00
1881,1389,110,Viewed,2024-01-02 07:20:00
1882,1904,416,Wishlist,2024-01-02 07:21:00
1883,722,181,Added to Cart,2024-01-02 07:22:00
1884,4857,253,Wishlist,2024-01-02 07:23:00
1885,4660,47,Viewed,2024-01-02 07:24:00
1886,3142,136,Added to Cart,2024-01-02 07:25:00
1887,2910,79,Added to Cart,2024-01-02 07:26:00
1888,4128,23,Added to Cart,2024-01-02 07:27:00
1889,1409,119,Purchased,2024-01-02 07:28:00
1890,649,123,Purchased,2024-01-02 07:29:00
1891,928,225,Viewed,2024-01-02 07:30:00
1892,70,134,Added to Cart,2024-01-02 07:31:00
1893,4719,162,Purchased,2024-01-02 07:32:00
1894,1592,350,Purchased,2024-01-02 07:33:00
1895,958,264,Purchased,2024-01-02 07:34:00
1896,3717,450,Purchased,2024-01-02 07:35:00
1897,3976,93,Purchased,2024-01-02 07:36:00
1898,445,431,Wishlist,2024-01-02 07:37:00
1899,243,406,Wishlist,2024-01-02 07:38:00
1900,4958,456,Viewed,2024-01-02 07:39:00
1901,2151,309,Added to Cart,2024-01-02 07:40:00
1902,4936,132,Purchased,2024-01-02 07:41:00
1903,3686,5,Wishlist,2024-01-02 07:42:00
1904,1160,440,Purchased,2024-01-02 07:43:00
1905,3328,396,Purchased,2024-01-02 07:44:00
1906,471,18,Purchased,2024-01-02 07:45:00
1907,3526,112,Viewed,2024-01-02 07:46:00
1908,3427,349,Wishlist,2024-01-02 07:47:00
1909,3701,99,Added to Cart,2024-01-02 07:48:00
1910,4524,444,Purchased,2024-01-02 07:49:00
1911,298,454,Viewed,2024-01-02 07:50:00
1912,1786,79,Wishlist,2024-01-02 07:51:00
1913,2055,43,Viewed,2024-01-02 07:52:00
1914,257,387,Added to Cart,2024-01-02 07:53:00
1915,1240,171,Viewed,2024-01-02 07:54:00
1916,3465,471,Wishlist,2024-01-02 07:55:00
1917,2259,308,Viewed,2024-01-02 07:56:00
1918,392,488,Wishlist,2024-01-02 07:57:00
1919,4978,321,Added to Cart,2024-01-02 07:58:00
1920,1483,10,Viewed,2024-01-02 07:59:00
1921,4001,57,Wishlist,2024-01-02 08:00:00
1922,1598,486,Purchased,2024-01-02 08:01:00
1923,1820,224,Purchased,2024-01-02 08:02:00
1924,3517,348,Added to Cart,2024-01-02 08:03:00
1925,3602,305,Added to Cart,2024-01-02 08:04:00
